PCDate,PCTime,MEActFOCons,MESFOC_nmile,MERpm,MEShaftPow,ShipSpdToWater,SpdStd,ShipHeel,ShipTrim,ShipDraft,ShipSlip,WindSpd,Latitude,Longitude,Uwind,Vwind,AirTemperature,WindGust,WaveDirection,WavePeriod,SWTemperture,SwellHeight,WaveHeight
2020-08-23,19:52:31,1130.626343,69.84855652,77,6034,16.2,0.1673320053068149,0.1,2.76,6.77,-5.86935091,19.2,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:52:41,1070.581543,67.33217621,77,6155,15.9,0.1673320053068147,-0.34,5.27,5.865,-3.908807278,19.3,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:52:53,1127.520264,70.67043304,78,6274,15.9,0.1673320053068145,0.3,3.55,6.135,-2.57664299,19.4,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:53:03,1013.78479,63.87210846,77,5558,15.9,0.1483239697419127,0.01,4.28,6.36,-3.908807278,19.2,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:53:13,1032.5354,65.40180969,77,5450,15.8,0.1483239697419127,-0.2,3.07,6.605,-3.255292654,18.9,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:53:24,1009.131104,63.46736526,77,5548,15.9,0.1264911064067347,-0.59,5.17,5.925,-3.908807278,19.2,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:53:35,1101.709106,69.28987885,78,6209,15.9,0.1264911064067347,0.0,2.58,6.81,-2.57664299,19.3,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:53:46,1021.546509,64.09851074,77,5424,16.0,0.1183215956619919,-0.5,4.6,5.86,-4.562321663,19.1,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:53:56,1084.079834,68.6739502,76,6133,15.8,0.141421356237309,-0.14,3.05,6.595,-4.613914967,19.3,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:54:08,1190.590576,74.73052216,78,6716,15.9,0.1183215956619919,0.36,3.73,6.275,-2.57664299,19.2,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:54:18,1073.029541,67.68868256,77,6127,15.9,0.1183215956619919,-0.23,3.5,6.5,-3.908807278,19.4,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:54:28,1058.680786,67.13986206,77,5816,15.8,0.141421356237309,-0.38,4.16,6.16,-3.255292654,19.7,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:54:40,1033.258301,65.32266998,77,6087,15.8,0.1673320053068145,-0.5,3.14,6.55,-3.255292654,19.4,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:54:50,1044.362183,66.08361053,77,5781,15.8,0.1673320053068145,0.06,3.55,6.465,-3.255292654,19.5,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:55:01,1032.573975,65.27362823,77,5838,15.9,0.1673320053068145,-0.08,3.54,6.45,-3.908807278,20.1,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
2020-08-23,19:55:11,1029.724243,64.56019592,77,5853,15.9,0.1673320053068145,-0.02,3.94,6.27,-3.908807278,19.9,31.09,122.32,-1.97957946969205,-1.3353737516823625,300.86669849228514,3.348390947018298,163.4652655621755,4.245586149290678,300.8813286601252,0.4509850422558885,0.0392428968840907
